Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0.823187	1	0	4	-86.0218
0.823187	4	0	5	-85.8271
0.823187	4	0	6	-83.4141
0.823187	7	0	8	-80.8887
0.823192	1	0	3	-81.3827
0.823192	1	0	4	-86.0218
0.823192	4	0	5	-85.8271
0.823192	4	0	6	-83.4141
0.823192	7	0	8	-80.8887
0.82325	1	1	3	-81.4445
0.82325	1	1	4	-86.0836
0.82325	4	1	5	-85.8889
0.82325	4	1	6	-83.4759
0.82325	1	0	3	-81.3827
0.82325	1	0	4	-86.0218
0.82325	4	0	5	-85.8271
0.82325	4	0	6	-83.4141
0.82325	7	0	8	-80.8887
0.823254	1	0	3	-81.3827
0.823254	1	0	4	-86.0218
0.823254	4	0	5	-85.8271
0.823254	4	0	6	-83.4141
0.823254	7	0	8	-80.8887
0.823268	1	1	3	-81.4445
0.823268	1	1	4	-86.0836
0.823268	4	1	5	-85.8889
0.823268	4	1	6	-83.4759
0.823313	4	0	5	-85.8271
0.823313	4	0	6	-83.4141
0.823317	4	0	5	-85.8271
0.823317	4	0	6	-83.4141
0.823375	1	0	3	-81.3827
0.823375	1	0	4	-86.0218
0.823375	4	0	5	-85.8271
0.823375	4	0	6	-83.4141
0.823375	7	0	8	-80.8887
0.823379	1	0	3	-81.3827
0.823379	1	0	4	-86.0218
0.823379	4	0	5	-85.8271
0.823379	4	0	6	-83.4141
0.823379	7	0	8	-80.8887
0.823438	1	0	3	-81.3827
0.823438	1	0	4	-86.0218
0.823438	4	0	5	-85.8271
0.823438	4	0	6	-83.4141
0.823438	7	0	8	-80.8887
0.823442	1	0	3	-81.3827
0.823442	1	0	4	-86.0218
0.823442	4	0	5	-85.8271
0.823442	4	0	6	-83.4141
0.823442	7	0	8	-80.8887
0.8235	1	1	3	-81.4445
0.8235	1	1	4	-86.0836
0.8235	4	1	5	-85.8889
0.8235	4	1	6	-83.4759
0.8235	7	0	8	-80.8887
0.823504	7	0	8	-80.8887
0.823518	1	1	3	-81.4445
0.823518	1	1	4	-86.0836
0.823518	4	1	5	-85.8889
0.823518	4	1	6	-83.4759
0.823562	1	0	3	-81.3827
0.823562	1	0	4	-86.0218
0.823562	4	0	5	-85.8271
0.823562	4	0	6	-83.4141
0.823562	7	0	8	-80.8887
0.823567	1	0	3	-81.3827
0.823567	1	0	4	-86.0218
0.823567	4	0	5	-85.8271
0.823567	4	0	6	-83.4141
0.823567	7	0	8	-80.8887
0.823625	4	0	5	-85.8271
0.823625	4	0	6	-83.4141
0.823625	7	0	8	-80.8887
0.823629	4	0	5	-85.8271
0.823629	4	0	6	-83.4141
0.823629	7	0	8	-80.8887
0.823688	1	0	3	-81.3827
0.823688	1	0	4	-86.0218
0.823688	4	0	5	-85.8271
0.823688	4	0	6	-83.4141
0.823688	7	0	8	-80.8887
0.823692	1	0	3	-81.3827
0.823692	1	0	4	-86.0218
0.823692	4	0	5	-85.8271
0.823692	4	0	6	-83.4141
0.823692	7	0	8	-80.8887
0.82375	1	1	3	-81.4445
0.82375	1	1	4	-86.0836
0.82375	4	1	5	-85.8889
0.82375	4	1	6	-83.4759
0.82375	1	0	3	-81.3827
0.82375	1	0	4	-86.0218
0.82375	4	0	5	-85.8271
0.82375	4	0	6	-83.4141
0.82375	7	0	8	-80.8887
0.823754	1	0	3	-81.3827
0.823754	1	0	4	-86.0218
0.823754	4	0	5	-85.8271
0.823754	4	0	6	-83.4141
0.823754	7	0	8	-80.8887
0.823768	1	1	3	-81.4445
0.823768	1	1	4	-86.0836
0.823768	4	1	5	-85.8889
0.823768	4	1	6	-83.4759
0.823812	4	0	5	-85.8271
0.823812	4	0	6	-83.4141
0.823812	7	0	8	-80.8887
0.823817	4	0	5	-85.8271
0.823817	4	0	6	-83.4141
0.823817	7	0	8	-80.8887
0.823875	1	0	3	-81.3827
0.823875	1	0	4	-86.0218
0.823875	4	0	5	-85.8271
0.823875	4	0	6	-83.4141
0.823875	7	0	8	-80.8887
0.823879	1	0	3	-81.3827
0.823879	1	0	4	-86.0218
0.823879	4	0	5	-85.8271
0.823879	4	0	6	-83.4141
0.823879	7	0	8	-80.8887
0.823937	1	0	3	-81.3827
0.823937	1	0	4	-86.0218
0.823937	4	0	5	-85.8271
0.823937	4	0	6	-83.4141
0.823937	7	0	8	-80.8887
0.823942	1	0	3	-81.3827
0.823942	1	0	4	-86.0218
0.823942	4	0	5	-85.8271
0.823942	4	0	6	-83.4141
0.823942	7	0	8	-80.8887
0.824	1	1	3	-81.4445
0.824	1	1	4	-86.0836
0.824	4	1	5	-85.8889
0.824	4	1	6	-83.4759
0.824	7	0	8	-80.8887
0.824004	7	0	8	-80.8887
0.824018	1	1	3	-81.4445
0.824018	1	1	4	-86.0836
0.824018	4	1	5	-85.8889
0.824018	4	1	6	-83.4759
0.824063	1	0	3	-81.3827
0.824063	1	0	4	-86.0218
0.824063	4	0	5	-85.8271
0.824063	4	0	6	-83.4141
0.824063	7	0	8	-80.8887
0.824067	1	0	3	-81.3827
0.824067	1	0	4	-86.0218
0.824067	4	0	5	-85.8271
0.824067	4	0	6	-83.4141
0.824067	7	0	8	-80.8887
0.824125	7	0	8	-80.8887
0.824129	7	0	8	-80.8887
0.824187	1	0	3	-81.3827
0.824187	1	0	4	-86.0218
0.824187	4	0	5	-85.8271
0.824187	4	0	6	-83.4141
0.824187	7	0	8	-80.8887
0.824192	1	0	3	-81.3827
0.824192	1	0	4	-86.0218
0.824192	4	0	5	-85.8271
0.824192	4	0	6	-83.4141
0.824192	7	0	8	-80.8887
0.82425	1	1	3	-81.4445
0.82425	1	1	4	-86.0836
0.82425	4	1	5	-85.8889
0.82425	4	1	6	-83.4759
0.82425	1	0	3	-81.3827
0.82425	1	0	4	-86.0218
0.82425	4	0	5	-85.8271
0.82425	4	0	6	-83.4141
0.82425	7	0	8	-80.8887
0.824254	1	0	3	-81.3827
0.824254	1	0	4	-86.0218
0.824254	4	0	5	-85.8271
0.824254	4	0	6	-83.4141
0.824254	7	0	8	-80.8887
0.824268	1	1	3	-81.4445
0.824268	1	1	4	-86.0836
0.824268	4	1	5	-85.8889
0.824268	4	1	6	-83.4759
0.824313	4	0	5	-85.8271
0.824313	4	0	6	-83.4141
0.824317	4	0	5	-85.8271
0.824317	4	0	6	-83.4141
0.824375	1	0	3	-81.3827
0.824375	1	0	4	-86.0218
0.824375	4	0	5	-85.8271
0.824375	4	0	6	-83.4141
0.824375	7	0	8	-80.8887
0.824379	1	0	3	-81.3827
0.824379	1	0	4	-86.0218
0.824379	4	0	5	-85.8271
0.824379	4	0	6	-83.4141
0.824379	7	0	8	-80.8887
0.824438	1	0	3	-81.3827
0.824438	1	0	4	-86.0218
0.824438	4	0	5	-85.8271
0.824438	4	0	6	-83.4141
0.824438	7	0	8	-80.8887
0.824442	1	0	3	-81.3827
0.824442	1	0	4	-86.0218
0.824442	4	0	5	-85.8271
0.824442	4	0	6	-83.4141
0.824442	7	0	8	-80.8887
0.8245	1	1	3	-81.4445
0.8245	1	1	4	-86.0836
0.8245	4	1	5	-85.8889
0.8245	4	1	6	-83.4759
0.8245	4	0	5	-85.8271
0.8245	4	0	6	-83.4141
0.824504	4	0	5	-85.8271
0.824504	4	0	6	-83.4141
0.824518	1	1	3	-81.4445
0.824518	1	1	4	-86.0836
0.824518	4	1	5	-85.8889
0.824518	4	1	6	-83.4759
0.824562	1	0	3	-81.3827
0.824562	1	0	4	-86.0218
0.824562	4	0	5	-85.8271
0.824562	4	0	6	-83.4141
0.824562	7	0	8	-80.8887
0.824567	1	0	3	-81.3827
0.824567	1	0	4	-86.0218
0.824567	4	0	5	-85.8271
0.824567	4	0	6	-83.4141
0.824567	7	0	8	-80.8887
0.824625	4	0	5	-85.8271
0.824625	4	0	6	-83.4141
0.824625	7	0	8	-80.8887
0.824629	4	0	5	-85.8271
0.824629	4	0	6	-83.4141
0.824629	7	0	8	-80.8887
0.824688	1	0	3	-81.3827
0.824688	1	0	4	-86.0218
0.824688	4	0	5	-85.8271
0.824688	4	0	6	-83.4141
0.824688	7	0	8	-80.8887
0.824692	1	0	3	-81.3827
0.824692	1	0	4	-86.0218
0.824692	4	0	5	-85.8271
0.824692	4	0	6	-83.4141
0.824692	7	0	8	-80.8887
0.82475	1	1	3	-81.4445
0.82475	1	1	4	-86.0836
0.82475	4	1	5	-85.8889
0.82475	4	1	6	-83.4759
0.82475	1	0	3	-81.3827
0.82475	1	0	4	-86.0218
0.82475	4	0	5	-85.8271
0.82475	4	0	6	-83.4141
0.82475	7	0	8	-80.8887
0.824754	1	0	3	-81.3827
0.824754	1	0	4	-86.0218
0.824754	4	0	5	-85.8271
0.824754	4	0	6	-83.4141
0.824754	7	0	8	-80.8887
0.824768	1	1	3	-81.4445
0.824768	1	1	4	-86.0836
0.824768	4	1	5	-85.8889
0.824768	4	1	6	-83.4759
0.824812	4	0	5	-85.8271
0.824812	4	0	6	-83.4141
0.824812	7	0	8	-80.8887
0.824817	7	0	8	-80.8887
0.824875	1	0	3	-81.3827
0.824875	1	0	4	-86.0218
0.824875	4	0	5	-85.8271
0.824875	4	0	6	-83.4141
0.824875	7	0	8	-80.8887
0.824879	1	0	3	-81.3827
0.824879	1	0	4	-86.0218
0.824879	4	0	5	-85.8271
0.824879	4	0	6	-83.4141
0.824879	7	0	8	-80.8887
0.824937	1	0	3	-81.3827
0.824937	1	0	4	-86.0218
0.824937	4	0	5	-85.8271
0.824937	4	0	6	-83.4141
0.824937	7	0	8	-80.8887
0.824942	1	0	3	-81.3827
0.824942	1	0	4	-86.0218
0.824942	4	0	5	-85.8271
0.824942	4	0	6	-83.4141
0.824942	7	0	8	-80.8887
0.825	1	1	3	-81.4445
0.825	1	1	4	-86.0836
0.825	4	1	5	-85.8889
0.825	4	1	6	-83.4759
0.825	1	0	3	-81.3827
0.825	1	0	4	-86.0218
0.825	4	0	5	-85.8271
0.825	4	0	6	-83.4141
0.825	7	0	8	-80.8887
0.825004	7	0	8	-80.8887
0.825018	1	1	3	-81.4445
0.825018	1	1	4	-86.0836
0.825018	4	1	5	-85.8889
0.825018	4	1	6	-83.4759
0.825063	1	0	3	-81.3827
0.825063	1	0	4	-86.0218
0.825063	4	0	5	-85.8271
0.825063	4	0	6	-83.4141
0.825063	7	0	8	-80.8887
0.825067	1	0	3	-81.3827
0.825067	1	0	4	-86.0218
0.825067	4	0	5	-85.8271
0.825067	4	0	6	-83.4141
0.825067	7	0	8	-80.8887
0.825125	4	0	5	-85.8271
0.825125	4	0	6	-83.4141
0.825129	4	0	5	-85.8271
0.825129	4	0	6	-83.4141
0.825187	1	0	3	-81.3827
0.825187	1	0	4	-86.0218
0.825187	4	0	5	-85.8271
0.825187	4	0	6	-83.4141
0.825187	7	0	8	-80.8887
0.825192	1	0	3	-81.3827
0.825192	1	0	4	-86.0218
0.825192	4	0	5	-85.8271
0.825192	4	0	6	-83.4141
0.825192	7	0	8	-80.8887
0.82525	1	1	3	-81.4445
0.82525	1	1	4	-86.0836
0.82525	4	1	5	-85.8889
0.82525	4	1	6	-83.4759
0.82525	1	0	3	-81.3827
0.82525	1	0	4	-86.0218
0.82525	4	0	5	-85.8271
0.82525	4	0	6	-83.4141
0.82525	7	0	8	-80.8887
0.825254	1	0	3	-81.3827
0.825254	1	0	4	-86.0218
0.825254	4	0	5	-85.8271
0.825254	4	0	6	-83.4141
0.825254	7	0	8	-80.8887
0.825268	1	1	3	-81.4445
0.825268	1	1	4	-86.0836
0.825268	4	1	5	-85.8889
0.825268	4	1	6	-83.4759
0.825313	4	0	5	-85.8271
0.825313	4	0	6	-83.4141
0.825317	4	0	5	-85.8271
0.825317	4	0	6	-83.4141
0.825375	1	0	3	-81.3827
0.825375	1	0	4	-86.0218
0.825375	4	0	5	-85.8271
0.825375	4	0	6	-83.4141
0.825375	7	0	8	-80.8887
0.825379	1	0	3	-81.3827
0.825379	1	0	4	-86.0218
0.825379	4	0	5	-85.8271
0.825379	4	0	6	-83.4141
0.825379	7	0	8	-80.8887
0.825438	1	0	3	-81.3827
0.825438	1	0	4	-86.0218
0.825438	4	0	5	-85.8271
0.825438	4	0	6	-83.4141
0.825438	7	0	8	-80.8887
0.825442	1	0	3	-81.3827
0.825442	1	0	4	-86.0218
0.825442	4	0	5	-85.8271
0.825442	4	0	6	-83.4141
0.825442	7	0	8	-80.8887
0.8255	1	1	3	-81.4445
0.8255	1	1	4	-86.0836
0.8255	4	1	5	-85.8889
0.8255	4	1	6	-83.4759
0.825518	1	1	3	-81.4445
0.825518	1	1	4	-86.0836
0.825518	4	1	5	-85.8889
0.825518	4	1	6	-83.4759
0.825562	1	0	3	-81.3827
0.825562	1	0	4	-86.0218
0.825562	4	0	5	-85.8271
0.825562	4	0	6	-83.4141
0.825562	7	0	8	-80.8887
0.825567	1	0	3	-81.3827
0.825567	1	0	4	-86.0218
0.825567	4	0	5	-85.8271
0.825567	4	0	6	-83.4141
0.825567	7	0	8	-80.8887
0.825625	7	0	8	-80.8887
0.825629	7	0	8	-80.8887
0.825688	1	0	3	-81.3827
0.825688	1	0	4	-86.0218
0.825688	4	0	5	-85.8271
0.825688	4	0	6	-83.4141
0.825688	7	0	8	-80.8887
0.825692	1	0	3	-81.3827
0.825692	1	0	4	-86.0218
0.825692	4	0	5	-85.8271
0.825692	4	0	6	-83.4141
0.825692	7	0	8	-80.8887
0.82575	1	1	3	-81.4445
0.82575	1	1	4	-86.0836
0.82575	4	1	5	-85.8889
0.82575	4	1	6	-83.4759
0.82575	1	0	3	-81.3827
0.82575	1	0	4	-86.0218
0.82575	4	0	5	-85.8271
0.82575	4	0	6	-83.4141
0.82575	7	0	8	-80.8887
0.825754	1	0	3	-81.3827
0.825754	1	0	4	-86.0218
0.825754	4	0	5	-85.8271
0.825754	4	0	6	-83.4141
0.825754	7	0	8	-80.8887
0.825768	1	1	3	-81.4445
0.825768	1	1	4	-86.0836
0.825768	4	1	5	-85.8889
0.825768	4	1	6	-83.4759
0.825812	1	0	3	-81.3827
0.825812	1	0	4	-86.0218
0.825812	7	0	8	-80.8887
0.825817	7	0	8	-80.8887
0.825875	1	0	3	-81.3827
0.825875	1	0	4	-86.0218
0.825875	4	0	5	-85.8271
0.825875	4	0	6	-83.4141
0.825875	7	0	8	-80.8887
0.825879	1	0	3	-81.3827
0.825879	1	0	4	-86.0218
0.825879	4	0	5	-85.8271
0.825879	4	0	6	-83.4141
0.825879	7	0	8	-80.8887
0.825937	1	0	3	-81.3827
0.825937	1	0	4	-86.0218
0.825937	4	0	5	-85.8271
0.825937	4	0	6	-83.4141
0.825937	7	0	8	-80.8887
0.825942	1	0	3	-81.3827
0.825942	1	0	4	-86.0218
0.825942	4	0	5	-85.8271
0.825942	4	0	6	-83.4141
0.825942	7	0	8	-80.8887
0.826	1	1	3	-81.4445
0.826	1	1	4	-86.0836
0.826	4	1	5	-85.8889
0.826	4	1	6	-83.4759
0.826	4	0	5	-85.8271
0.826	4	0	6	-83.4141
0.826004	4	0	5	-85.8271
0.826004	4	0	6	-83.4141
0.826018	1	1	3	-81.4445
0.826018	1	1	4	-86.0836
0.826018	4	1	5	-85.8889
0.826018	4	1	6	-83.4759
0.826063	1	0	3	-81.3827
0.826063	1	0	4	-86.0218
0.826063	4	0	5	-85.8271
0.826063	4	0	6	-83.4141
0.826063	7	0	8	-80.8887
0.826067	1	0	3	-81.3827
0.826067	1	0	4	-86.0218
0.826067	4	0	5	-85.8271
0.826067	4	0	6	-83.4141
0.826067	7	0	8	-80.8887
0.826125	4	0	5	-85.8271
0.826125	4	0	6	-83.4141
0.826129	4	0	5	-85.8271
0.826129	4	0	6	-83.4141
0.826187	1	0	3	-81.3827
0.826187	1	0	4	-86.0218
0.826187	4	0	5	-85.8271
0.826187	4	0	6	-83.4141
0.826187	7	0	8	-80.8887
0.826192	1	0	3	-81.3827
0.826192	1	0	4	-86.0218
0.826192	4	0	5	-85.8271
0.826192	4	0	6	-83.4141
0.826192	7	0	8	-80.8887
0.82625	1	1	3	-81.4445
0.82625	1	1	4	-86.0836
0.82625	4	1	5	-85.8889
0.82625	4	1	6	-83.4759
0.82625	1	0	3	-81.3827
0.82625	1	0	4	-86.0218
0.82625	4	0	5	-85.8271
0.82625	4	0	6	-83.4141
0.82625	7	0	8	-80.8887
0.826254	1	0	3	-81.3827
0.826254	1	0	4	-86.0218
0.826254	4	0	5	-85.8271
0.826254	4	0	6	-83.4141
0.826254	7	0	8	-80.8887
0.826268	1	1	3	-81.4445
0.826268	1	1	4	-86.0836
0.826268	4	1	5	-85.8889
0.826268	4	1	6	-83.4759
0.826313	4	0	5	-85.8271
0.826313	4	0	6	-83.4141
0.826313	7	0	8	-80.8887
0.826317	4	0	5	-85.8271
0.826317	4	0	6	-83.4141
0.826317	7	0	8	-80.8887
0.826375	1	0	3	-81.3827
0.826375	1	0	4	-86.0218
0.826375	4	0	5	-85.8271
0.826375	4	0	6	-83.4141
0.826375	7	0	8	-80.8887
0.826379	1	0	3	-81.3827
0.826379	1	0	4	-86.0218
0.826379	4	0	5	-85.8271
0.826379	4	0	6	-83.4141
0.826379	7	0	8	-80.8887
0.826438	1	0	3	-81.3827
0.826438	1	0	4	-86.0218
0.826438	4	0	5	-85.8271
0.826438	4	0	6	-83.4141
0.826438	7	0	8	-80.8887
0.826442	1	0	3	-81.3827
0.826442	1	0	4	-86.0218
0.826442	4	0	5	-85.8271
0.826442	4	0	6	-83.4141
0.826442	7	0	8	-80.8887
0.8265	1	1	3	-81.4445
0.8265	1	1	4	-86.0836
0.8265	4	1	5	-85.8889
0.8265	4	1	6	-83.4759
0.8265	7	0	8	-80.8887
0.826504	7	0	8	-80.8887
0.826518	1	1	3	-81.4445
0.826518	1	1	4	-86.0836
0.826518	4	1	5	-85.8889
0.826518	4	1	6	-83.4759
0.826562	1	0	3	-81.3827
0.826562	1	0	4	-86.0218
0.826562	4	0	5	-85.8271
0.826562	4	0	6	-83.4141
0.826562	7	0	8	-80.8887
0.826567	1	0	3	-81.3827
0.826567	1	0	4	-86.0218
0.826567	4	0	5	-85.8271
0.826567	4	0	6	-83.4141
0.826567	7	0	8	-80.8887
0.826625	4	0	5	-85.8271
0.826625	4	0	6	-83.4141
0.826625	7	0	8	-80.8887
0.826629	4	0	5	-85.8271
0.826629	4	0	6	-83.4141
0.826629	7	0	8	-80.8887
0.826688	1	0	3	-81.3827
0.826688	1	0	4	-86.0218
0.826688	4	0	5	-85.8271
0.826688	4	0	6	-83.4141
0.826688	7	0	8	-80.8887
0.826692	1	0	3	-81.3827
0.826692	1	0	4	-86.0218
0.826692	4	0	5	-85.8271
0.826692	4	0	6	-83.4141
0.826692	7	0	8	-80.8887
0.82675	1	1	3	-81.4445
0.82675	1	1	4	-86.0836
0.82675	4	1	5	-85.8889
0.82675	4	1	6	-83.4759
0.82675	1	0	3	-81.3827
0.82675	1	0	4	-86.0218
0.82675	4	0	5	-85.8271
0.82675	4	0	6	-83.4141
0.82675	7	0	8	-80.8887
0.826754	1	0	3	-81.3827
0.826754	1	0	4	-86.0218
0.826754	4	0	5	-85.8271
0.826754	4	0	6	-83.4141
0.826754	7	0	8	-80.8887
0.826768	1	1	3	-81.4445
0.826768	1	1	4	-86.0836
0.826768	4	1	5	-85.8889
0.826768	4	1	6	-83.4759
0.826812	4	0	5	-85.8271
0.826812	4	0	6	-83.4141
0.826817	4	0	5	-85.8271
0.826817	4	0	6	-83.4141
0.826875	1	0	3	-81.3827
0.826875	1	0	4	-86.0218
0.826875	4	0	5	-85.8271
0.826875	4	0	6	-83.4141
0.826875	7	0	8	-80.8887
0.826879	1	0	3	-81.3827
0.826879	1	0	4	-86.0218
0.826879	4	0	5	-85.8271
0.826879	4	0	6	-83.4141
0.826879	7	0	8	-80.8887
0.826937	1	0	3	-81.3827
0.826937	1	0	4	-86.0218
0.826937	4	0	5	-85.8271
0.826937	4	0	6	-83.4141
0.826937	7	0	8	-80.8887
0.826942	1	0	3	-81.3827
0.826942	1	0	4	-86.0218
0.826942	4	0	5	-85.8271
0.826942	4	0	6	-83.4141
0.826942	7	0	8	-80.8887
0.827	1	1	3	-81.4445
0.827	1	1	4	-86.0836
0.827	4	1	5	-85.8889
0.827	4	1	6	-83.4759
0.827	7	0	8	-80.8887
0.827004	7	0	8	-80.8887
0.827018	1	1	3	-81.4445
0.827018	1	1	4	-86.0836
0.827018	4	1	5	-85.8889
0.827018	4	1	6	-83.4759
0.827063	1	0	3	-81.3827
0.827063	1	0	4	-86.0218
0.827063	4	0	5	-85.8271
0.827063	4	0	6	-83.4141
0.827063	7	0	8	-80.8887
0.827067	1	0	3	-81.3827
0.827067	1	0	4	-86.0218
0.827067	4	0	5	-85.8271
0.827067	4	0	6	-83.4141
0.827067	7	0	8	-80.8887
0.827125	4	0	5	-85.8271
0.827125	4	0	6	-83.4141
0.827125	7	0	8	-80.8887
0.827129	4	0	5	-85.8271
0.827129	4	0	6	-83.4141
0.827129	7	0	8	-80.8887
0.827187	1	0	3	-81.3827
0.827187	1	0	4	-86.0218
0.827187	4	0	5	-85.8271
0.827187	4	0	6	-83.4141
0.827187	7	0	8	-80.8887
0.827192	1	0	3	-81.3827
0.827192	1	0	4	-86.0218
0.827192	4	0	5	-85.8271
0.827192	4	0	6	-83.4141
0.827192	7	0	8	-80.8887
0.82725	1	1	3	-81.4445
0.82725	1	1	4	-86.0836
0.82725	4	1	5	-85.8889
0.82725	4	1	6	-83.4759
0.82725	1	0	3	-81.3827
0.82725	1	0	4	-86.0218
0.82725	4	0	5	-85.8271
0.82725	4	0	6	-83.4141
0.82725	7	0	8	-80.8887
0.827254	1	0	3	-81.3827
0.827254	1	0	4	-86.0218
0.827254	4	0	5	-85.8271
0.827254	4	0	6	-83.4141
0.827254	7	0	8	-80.8887
0.827268	1	1	3	-81.4445
0.827268	1	1	4	-86.0836
0.827268	4	1	5	-85.8889
0.827268	4	1	6	-83.4759
0.827313	7	0	8	-80.8887
0.827317	7	0	8	-80.8887
0.827375	1	0	3	-81.3827
0.827375	1	0	4	-86.0218
0.827375	4	0	5	-85.8271
0.827375	4	0	6	-83.4141
0.827375	7	0	8	-80.8887
0.827379	1	0	3	-81.3827
0.827379	1	0	4	-86.0218
0.827379	4	0	5	-85.8271
0.827379	4	0	6	-83.4141
0.827379	7	0	8	-80.8887
0.827438	1	0	3	-81.3827
0.827438	1	0	4	-86.0218
0.827438	4	0	5	-85.8271
0.827438	4	0	6	-83.4141
0.827438	7	0	8	-80.8887
0.827442	1	0	3	-81.3827
0.827442	1	0	4	-86.0218
0.827442	4	0	5	-85.8271
0.827442	4	0	6	-83.4141
0.827442	7	0	8	-80.8887
0.8275	1	1	3	-81.4445
0.8275	1	1	4	-86.0836
0.8275	4	1	5	-85.8889
0.8275	4	1	6	-83.4759
0.8275	4	0	5	-85.8271
0.8275	4	0	6	-83.4141
0.8275	7	0	8	-80.8887
0.827504	4	0	5	-85.8271
0.827504	4	0	6	-83.4141
0.827504	7	0	8	-80.8887
0.827518	1	1	3	-81.4445
0.827518	1	1	4	-86.0836
0.827518	4	1	5	-85.8889
0.827518	4	1	6	-83.4759
0.827562	1	0	3	-81.3827
0.827562	1	0	4	-86.0218
0.827562	4	0	5	-85.8271
0.827562	4	0	6	-83.4141
0.827562	7	0	8	-80.8887
0.827567	1	0	3	-81.3827
0.827567	1	0	4	-86.0218
0.827567	4	0	5	-85.8271
0.827567	4	0	6	-83.4141
0.827567	7	0	8	-80.8887
0.827625	4	0	5	-85.8271
0.827625	4	0	6	-83.4141
0.827629	4	0	5	-85.8271
0.827629	4	0	6	-83.4141
0.827688	1	0	3	-81.3827
0.827688	1	0	4	-86.0218
0.827688	4	0	5	-85.8271
0.827688	4	0	6	-83.4141
0.827688	7	0	8	-80.8887
0.827692	1	0	3	-81.3827
0.827692	1	0	4	-86.0218
0.827692	4	0	5	-85.8271
0.827692	4	0	6	-83.4141
0.827692	7	0	8	-80.8887
0.82775	1	1	3	-81.4445
0.82775	1	1	4	-86.0836
0.82775	4	1	5	-85.8889
0.82775	4	1	6	-83.4759
0.82775	1	0	3	-81.3827
0.82775	1	0	4	-86.0218
0.82775	4	0	5	-85.8271
0.82775	4	0	6	-83.4141
0.82775	7	0	8	-80.8887
0.827754	1	0	3	-81.3827
0.827754	1	0	4	-86.0218
0.827754	4	0	5	-85.8271
0.827754	4	0	6	-83.4141
0.827754	7	0	8	-80.8887
0.827768	1	1	3	-81.4445
0.827768	1	1	4	-86.0836
0.827768	4	1	5	-85.8889
0.827768	4	1	6	-83.4759
0.827812	4	0	5	-85.8271
0.827812	4	0	6	-83.4141
0.827817	4	0	5	-85.8271
0.827817	4	0	6	-83.4141
0.827875	1	0	3	-81.3827
0.827875	1	0	4	-86.0218
0.827875	4	0	5	-85.8271
0.827875	4	0	6	-83.4141
0.827875	7	0	8	-80.8887
0.827879	1	0	3	-81.3827
0.827879	1	0	4	-86.0218
0.827879	4	0	5	-85.8271
0.827879	4	0	6	-83.4141
0.827879	7	0	8	-80.8887
0.827937	1	0	3	-81.3827
0.827937	1	0	4	-86.0218
0.827937	4	0	5	-85.8271
0.827937	4	0	6	-83.4141
0.827937	7	0	8	-80.8887
0.827942	1	0	3	-81.3827
0.827942	1	0	4	-86.0218
0.827942	4	0	5	-85.8271
0.827942	4	0	6	-83.4141
0.827942	7	0	8	-80.8887
0.828	1	1	3	-81.4445
0.828	1	1	4	-86.0836
0.828	4	1	5	-85.8889
0.828	4	1	6	-83.4759
0.828	7	0	8	-80.8887
0.828004	7	0	8	-80.8887
0.828018	1	1	3	-81.4445
0.828018	1	1	4	-86.0836
0.828018	4	1	5	-85.8889
0.828018	4	1	6	-83.4759
0.828063	1	0	3	-81.3827
0.828063	1	0	4	-86.0218
0.828063	4	0	5	-85.8271
0.828063	4	0	6	-83.4141
0.828063	7	0	8	-80.8887
0.828067	1	0	3	-81.3827
0.828067	1	0	4	-86.0218
0.828067	4	0	5	-85.8271
0.828067	4	0	6	-83.4141
0.828067	7	0	8	-80.8887
0.828125	7	0	8	-80.8887
0.828129	7	0	8	-80.8887
0.828187	1	0	3	-81.3827
0.828187	1	0	4	-86.0218
0.828187	4	0	5	-85.8271
0.828187	4	0	6	-83.4141
0.828187	7	0	8	-80.8887
0.828192	1	0	3	-81.3827
0.828192	1	0	4	-86.0218
0.828192	4	0	5	-85.8271
0.828192	4	0	6	-83.4141
0.828192	7	0	8	-80.8887
0.82825	1	1	3	-81.4445
0.82825	1	1	4	-86.0836
0.82825	4	1	5	-85.8889
0.82825	4	1	6	-83.4759
0.82825	1	0	3	-81.3827
0.82825	1	0	4	-86.0218
0.82825	4	0	5	-85.8271
0.82825	4	0	6	-83.4141
0.82825	7	0	8	-80.8887
0.828254	1	0	3	-81.3827
0.828254	1	0	4	-86.0218
0.828254	4	0	5	-85.8271
0.828254	4	0	6	-83.4141
0.828254	7	0	8	-80.8887
0.828268	1	1	3	-81.4445
0.828268	1	1	4	-86.0836
0.828268	4	1	5	-85.8889
0.828268	4	1	6	-83.4759
0.828313	4	0	5	-85.8271
0.828313	4	0	6	-83.4141
0.828317	4	0	5	-85.8271
0.828317	4	0	6	-83.4141
0.828375	1	0	3	-81.3827
0.828375	1	0	4	-86.0218
0.828375	4	0	5	-85.8271
0.828375	4	0	6	-83.4141
0.828375	7	0	8	-80.8887
0.828379	1	0	3	-81.3827
0.828379	1	0	4	-86.0218
0.828379	4	0	5	-85.8271
0.828379	4	0	6	-83.4141
0.828379	7	0	8	-80.8887
0.828438	1	0	3	-81.3827
0.828438	1	0	4	-86.0218
0.828438	4	0	5	-85.8271
0.828438	4	0	6	-83.4141
0.828438	7	0	8	-80.8887
0.828442	1	0	3	-81.3827
0.828442	1	0	4	-86.0218
0.828442	4	0	5	-85.8271
